datetime,tinggi_pasut,u_arus,v_arus,mag_arus,Hs_gelombang,Tp_gelombang,kec_angin,arah_angin,angin_sin,angin_cos,curah_hujan,jam_sin,jam_cos,bulan_sin,bulan_cos,konsentrasi_plastik
2025-01-01 13:00:00,0.574,0.466,0.3878,0.6063,1.346,6.38,7.39,325.6,-0.5653,0.8249,4.09,-0.2588,-0.9659,0.5,0.866,346.85
2025-01-01 14:00:00,1.097,0.3622,0.394,0.5352,1.281,6.06,8.48,336.1,-0.4047,0.9144,4.09,-0.5,-0.866,0.5,0.866,304.68
2025-01-01 15:00:00,1.341,0.0376,0.4029,0.4046,1.399,6.24,7.38,284.0,-0.9701,0.2426,0.0,-0.7071,-0.7071,0.5,0.866,267.21
2025-01-01 16:00:00,1.122,-0.1561,0.3169,0.3532,1.297,7.24,8.18,296.3,-0.8966,0.4429,0.0,-0.866,-0.5,0.5,0.866,292.21
2025-01-01 17:00:00,0.655,-0.2949,0.1508,0.3312,1.407,6.48,7.55,338.5,-0.3658,0.9307,1.42,-0.9659,-0.2588,0.5,0.866,343.58
2025-01-01 18:00:00,-0.144,-0.4051,-0.0522,0.4084,1.378,6.48,7.82,348.1,-0.2062,0.9785,1.42,-1.0,-0.0,0.5,0.866,414.86
2025-01-01 19:00:00,-0.924,-0.4536,-0.2332,0.51,1.377,5.74,7.34,295.7,-0.9013,0.4332,1.42,-0.9659,0.2588,0.5,0.866,407.27
2025-01-01 20:00:00,-1.358,-0.3575,-0.2785,0.4532,1.419,6.57,7.55,338.9,-0.3596,0.9331,5.99,-0.866,0.5,0.5,0.866,464.42
2025-01-01 21:00:00,-1.693,-0.0877,-0.3165,0.3284,1.387,6.65,7.52,284.1,-0.9698,0.2438,5.99,-0.7071,0.7071,0.5,0.866,436.53
2025-01-01 22:00:00,-1.532,0.1554,-0.1438,0.2117,1.676,7.26,8.49,307.6,-0.7927,0.6096,5.99,-0.5,0.866,0.5,0.866,437.98
2025-01-01 23:00:00,-1.094,0.2677,-0.0331,0.2697,1.438,6.7,7.92,286.4,-0.9594,0.2822,2.54,-0.2588,0.9659,0.5,0.866,439.11
2025-01-02 00:00:00,-0.292,0.3921,0.1126,0.4079,1.364,6.23,7.39,304.9,-0.8206,0.5715,6.71,0.0,1.0,0.5,0.866,428.72
2025-01-02 01:00:00,0.562,0.4632,0.2875,0.5452,1.49,6.37,7.72,2.7,0.0477,0.9989,12.23,0.2588,0.9659,0.5,0.866,357.09
2025-01-02 02:00:00,1.186,0.3781,0.4224,0.5669,1.446,6.36,8.57,313.6,-0.7238,0.69,10.11,0.5,0.866,0.5,0.866,287.77
2025-01-02 03:00:00,1.654,0.1506,0.4311,0.4566,1.518,6.55,7.77,308.0,-0.7885,0.615,5.94,0.7071,0.7071,0.5,0.866,325.53
2025-01-02 04:00:00,1.614,-0.041,0.3981,0.4002,1.519,7.13,8.11,300.9,-0.8582,0.5133,0.42,0.866,0.5,0.5,0.866,340.95
2025-01-02 05:00:00,1.261,-0.3087,0.1486,0.3426,1.577,7.11,7.71,307.5,-0.7933,0.6088,2.59,0.9659,0.2588,0.5,0.866,359.32
2025-01-02 06:00:00,0.603,-0.5046,-0.0092,0.5047,1.459,6.79,8.42,294.8,-0.9079,0.4193,3.09,1.0,0.0,0.5,0.866,400.13
2025-01-02 07:00:00,-0.027,-0.469,-0.2147,0.5158,1.58,7.59,7.29,318.4,-0.6637,0.748,7.49,0.9659,-0.2588,0.5,0.866,431.07
2025-01-02 08:00:00,-0.792,-0.366,-0.3085,0.4787,1.491,5.13,7.67,314.2,-0.7171,0.697,4.9,0.866,-0.5,0.5,0.866,432.18
2025-01-02 09:00:00,-1.271,-0.2022,-0.2639,0.3324,1.443,6.16,7.3,303.6,-0.8333,0.5529,4.4,0.7071,-0.7071,0.5,0.866,477.05
2025-01-02 10:00:00,-1.261,-0.0118,-0.2736,0.2739,1.653,6.66,8.52,301.4,-0.8538,0.5205,7.71,0.5,-0.866,0.5,0.866,453.81
2025-01-02 11:00:00,-1.095,0.1784,-0.0705,0.1918,1.733,6.44,8.45,319.6,-0.6485,0.7612,7.71,0.2588,-0.9659,0.5,0.866,464.91
2025-01-02 12:00:00,-0.486,0.3828,0.113,0.3991,1.456,5.95,7.72,296.8,-0.8928,0.4504,7.71,0.0,-1.0,0.5,0.866,476.39
2025-01-02 13:00:00,0.063,0.4889,0.2796,0.5632,1.405,5.49,7.56,309.0,-0.7772,0.6293,0.0,-0.2588,-0.9659,0.5,0.866,400.79
2025-01-02 14:00:00,0.691,0.4382,0.4188,0.6062,1.455,6.25,7.75,303.7,-0.8318,0.5551,1.76,-0.5,-0.866,0.5,0.866,407.66
2025-01-02 15:00:00,1.143,0.2727,0.4039,0.4873,1.525,6.95,8.59,259.8,-0.9843,-0.1763,5.91,-0.7071,-0.7071,0.5,0.866,341.03
2025-01-02 16:00:00,1.221,-0.0261,0.4272,0.428,1.727,7.15,7.79,336.5,-0.3987,0.9171,5.95,-0.866,-0.5,0.5,0.866,345.6
2025-01-02 17:00:00,0.904,-0.2582,0.2931,0.3906,1.664,6.31,7.79,269.2,-0.9999,-0.0142,11.11,-0.9659,-0.2588,0.5,0.866,310.62
2025-01-02 18:00:00,0.332,-0.3553,0.0497,0.3588,1.564,6.66,7.8,270.8,-0.9999,0.0138,8.36,-1.0,-0.0,0.5,0.866,338.17
2025-01-02 19:00:00,-0.361,-0.4162,-0.0631,0.421,1.557,7.22,8.62,337.4,-0.3846,0.9231,8.32,-0.9659,0.2588,0.5,0.866,391.31
2025-01-02 20:00:00,-1.054,-0.379,-0.282,0.4724,1.509,5.72,7.53,287.3,-0.9548,0.2972,11.91,-0.866,0.5,0.5,0.866,450.29
2025-01-02 21:00:00,-1.435,-0.3283,-0.308,0.4501,1.386,6.24,8.99,263.1,-0.9927,-0.1203,10.52,-0.7071,0.7071,0.5,0.866,531.8
2025-01-02 22:00:00,-1.515,-0.0724,-0.2301,0.2413,1.484,6.59,7.74,348.4,-0.2005,0.9797,11.71,-0.5,0.866,0.5,0.866,462.06
2025-01-02 23:00:00,-1.175,0.1801,-0.155,0.2376,1.371,6.3,8.47,299.0,-0.8742,0.4856,2.97,-0.2588,0.9659,0.5,0.866,450.96
2025-01-03 00:00:00,-0.65,0.3733,0.0005,0.3733,1.424,6.79,8.59,345.4,-0.2526,0.9676,2.97,0.0,1.0,0.5,0.866,461.59
2025-01-03 01:00:00,-0.029,0.4669,0.1812,0.5009,1.571,5.81,8.06,292.1,-0.9264,0.3765,5.4,0.2588,0.9659,0.5,0.866,474.56
2025-01-03 02:00:00,0.793,0.4141,0.4357,0.6011,1.368,5.79,7.81,273.9,-0.9977,0.0682,3.63,0.5,0.866,0.5,0.866,403.86
2025-01-03 03:00:00,1.297,0.291,0.4222,0.5127,1.461,6.76,8.44,307.0,-0.7991,0.6012,3.66,0.7071,0.7071,0.5,0.866,347.21
2025-01-03 04:00:00,1.519,0.0817,0.4001,0.4084,1.48,5.59,7.83,284.8,-0.9668,0.2554,0.62,0.866,0.5,0.5,0.866,274.28
2025-01-03 05:00:00,1.467,-0.1115,0.2519,0.2755,1.401,6.75,7.96,325.1,-0.5721,0.8202,0.62,0.9659,0.2588,0.5,0.866,292.11
2025-01-03 06:00:00,1.057,-0.3062,0.136,0.3351,1.358,6.51,7.95,331.9,-0.471,0.8822,0.59,1.0,0.0,0.5,0.866,293.54
2025-01-03 07:00:00,0.418,-0.4133,-0.1056,0.4265,1.404,6.71,8.83,338.2,-0.3707,0.9288,0.0,0.9659,-0.2588,0.5,0.866,374.91
2025-01-03 08:00:00,-0.348,-0.417,-0.2501,0.4862,1.528,6.27,8.14,307.2,-0.7964,0.6047,0.0,0.866,-0.5,0.5,0.866,416.91
2025-01-03 09:00:00,-0.875,-0.2897,-0.3041,0.42,1.532,6.77,8.04,349.5,-0.1821,0.9833,0.0,0.7071,-0.7071,0.5,0.866,425.86
2025-01-03 10:00:00,-1.144,-0.0861,-0.3275,0.3386,1.337,5.67,8.29,291.8,-0.9284,0.3715,0.0,0.5,-0.866,0.5,0.866,415.33
2025-01-03 11:00:00,-1.097,0.1189,-0.1929,0.2266,1.446,6.19,8.47,318.4,-0.6645,0.7472,7.15,0.2588,-0.9659,0.5,0.866,404.7
2025-01-03 12:00:00,-0.859,0.3091,0.0254,0.3101,1.318,6.25,8.38,311.5,-0.7485,0.6632,7.15,0.0,-1.0,0.5,0.866,381.35
2025-01-03 13:00:00,-0.329,0.4583,0.1863,0.4947,1.261,5.71,7.97,4.3,0.0753,0.9972,7.15,-0.2588,-0.9659,0.5,0.866,380.71
2025-01-03 14:00:00,0.199,0.4237,0.3382,0.5421,1.255,6.26,9.67,345.2,-0.2555,0.9668,0.0,-0.5,-0.866,0.5,0.866,338.17
2025-01-03 15:00:00,0.672,0.292,0.4313,0.5208,1.238,5.55,8.37,315.8,-0.6971,0.717,0.93,-0.7071,-0.7071,0.5,0.866,404.56
2025-01-03 16:00:00,1.027,0.1794,0.4105,0.448,1.214,6.23,8.54,320.0,-0.6433,0.7656,0.93,-0.866,-0.5,0.5,0.866,352.94
2025-01-03 17:00:00,1.017,-0.1186,0.3872,0.405,1.274,7.04,8.04,353.4,-0.1151,0.9934,0.93,-0.9659,-0.2588,0.5,0.866,334.43
2025-01-03 18:00:00,0.626,-0.2965,0.1403,0.328,1.188,5.43,8.12,296.2,-0.8972,0.4417,0.0,-1.0,-0.0,0.5,0.866,272.19
2025-01-03 19:00:00,0.161,-0.3626,-0.018,0.363,1.155,6.0,9.25,264.2,-0.9948,-0.1015,1.0,-0.9659,0.2588,0.5,0.866,423.06
2025-01-03 20:00:00,-0.454,-0.3812,-0.1879,0.4249,1.166,5.22,8.13,290.8,-0.9348,0.3552,13.29,-0.866,0.5,0.5,0.866,310.77
2025-01-03 21:00:00,-1.0,-0.3747,-0.2636,0.4582,1.132,5.57,7.89,304.6,-0.8228,0.5684,13.29,-0.7071,0.7071,0.5,0.866,416.16
2025-01-03 22:00:00,-1.226,-0.181,-0.2729,0.3275,1.218,6.45,8.17,349.0,-0.1905,0.9817,12.4,-0.5,0.866,0.5,0.866,400.53
2025-01-03 23:00:00,-1.148,0.0108,-0.2259,0.2262,1.108,5.74,8.69,340.9,-0.3273,0.9449,0.11,-0.2588,0.9659,0.5,0.866,433.74
2025-01-04 00:00:00,-0.911,0.2067,-0.063,0.2161,1.11,6.33,8.56,313.9,-0.7205,0.6934,1.19,0.0,1.0,0.5,0.866,429.79
2025-01-04 01:00:00,-0.288,0.3974,0.1244,0.4164,1.123,6.15,8.27,326.7,-0.5495,0.8355,2.32,0.2588,0.9659,0.5,0.866,443.72
2025-01-04 02:00:00,0.144,0.4305,0.218,0.4825,1.21,6.06,8.25,297.3,-0.8888,0.4583,2.32,0.5,0.866,0.5,0.866,411.91
2025-01-04 03:00:00,0.906,0.3433,0.352,0.4917,1.061,5.38,8.93,7.2,0.1256,0.9921,1.23,0.7071,0.7071,0.5,0.866,369.5
2025-01-04 04:00:00,1.27,0.1789,0.4082,0.4457,1.205,6.42,8.08,345.3,-0.2533,0.9674,1.84,0.866,0.5,0.5,0.866,317.29
2025-01-04 05:00:00,1.37,-0.0447,0.3428,0.3457,1.076,6.07,8.66,316.3,-0.6904,0.7234,2.62,0.9659,0.2588,0.5,0.866,268.34
2025-01-04 06:00:00,1.208,-0.1247,0.181,0.2198,1.119,5.2,7.95,313.2,-0.7294,0.684,2.62,1.0,0.0,0.5,0.866,297.29
2025-01-04 07:00:00,0.669,-0.3,0.0575,0.3055,1.105,5.47,8.86,332.5,-0.4612,0.8873,0.78,0.9659,-0.2588,0.5,0.866,306.1
2025-01-04 08:00:00,0.181,-0.4101,-0.1398,0.4333,1.019,4.45,8.5,313.6,-0.7245,0.6892,0.0,0.866,-0.5,0.5,0.866,424.04
2025-01-04 09:00:00,-0.37,-0.3133,-0.2696,0.4134,1.063,5.21,8.11,269.5,-1.0,-0.0093,0.0,0.7071,-0.7071,0.5,0.866,446.53
2025-01-04 10:00:00,-0.759,-0.2183,-0.3415,0.4054,0.998,5.65,8.46,353.3,-0.1161,0.9932,0.0,0.5,-0.866,0.5,0.866,434.72
2025-01-04 11:00:00,-1.071,-0.0463,-0.2532,0.2574,0.983,5.26,8.52,344.2,-0.272,0.9623,3.29,0.2588,-0.9659,0.5,0.866,392.62
2025-01-04 12:00:00,-1.027,0.1714,-0.1997,0.2632,0.996,5.39,7.98,324.3,-0.5835,0.8121,8.31,0.0,-1.0,0.5,0.866,365.02
2025-01-04 13:00:00,-0.713,0.2737,0.0505,0.2783,0.98,6.48,8.48,304.5,-0.824,0.5665,8.31,-0.2588,-0.9659,0.5,0.866,393.87
2025-01-04 14:00:00,-0.193,0.3623,0.2338,0.4312,1.129,6.5,8.98,315.2,-0.7041,0.7101,5.02,-0.5,-0.866,0.5,0.866,411.67
2025-01-04 15:00:00,0.254,0.3597,0.371,0.5168,0.96,5.41,8.93,248.9,-0.933,-0.3599,1.53,-0.7071,-0.7071,0.5,0.866,379.23
2025-01-04 16:00:00,0.587,0.2259,0.3709,0.4343,0.927,6.11,8.32,287.3,-0.9547,0.2976,1.53,-0.866,-0.5,0.5,0.866,384.97
2025-01-04 17:00:00,0.817,0.1045,0.3874,0.4013,0.925,6.32,8.04,359.2,-0.0144,0.9999,23.19,-0.9659,-0.2588,0.5,0.866,366.83
2025-01-04 18:00:00,0.73,-0.0321,0.2311,0.2333,0.892,5.98,7.74,327.9,-0.5309,0.8474,21.66,-1.0,-0.0,0.5,0.866,341.36
2025-01-04 19:00:00,0.485,-0.2915,0.0689,0.2995,0.955,5.9,8.08,266.3,-0.9979,-0.0648,21.66,-0.9659,0.2588,0.5,0.866,298.11
2025-01-04 20:00:00,-0.033,-0.4138,-0.0618,0.4183,0.977,6.33,8.05,294.3,-0.9114,0.4116,0.0,-0.866,0.5,0.5,0.866,387.83
2025-01-04 21:00:00,-0.479,-0.4237,-0.1621,0.4537,0.972,6.16,8.2,266.9,-0.9985,-0.0546,0.0,-0.7071,0.7071,0.5,0.866,531.19
2025-01-04 22:00:00,-0.854,-0.2588,-0.2877,0.387,0.933,5.12,8.4,295.5,-0.9027,0.4303,2.65,-0.5,0.866,0.5,0.866,474.38
2025-01-04 23:00:00,-1.086,-0.1247,-0.2915,0.3171,0.887,5.57,8.05,310.9,-0.7562,0.6544,2.65,-0.2588,0.9659,0.5,0.866,485.03
2025-01-05 00:00:00,-0.932,0.0888,-0.1563,0.1798,0.931,5.45,7.85,355.0,-0.0865,0.9963,4.87,0.0,1.0,0.5,0.866,372.05
2025-01-05 01:00:00,-0.631,0.2436,0.0268,0.2451,0.863,6.21,9.3,334.6,-0.4285,0.9035,2.22,0.2588,0.9659,0.5,0.866,368.89
2025-01-05 02:00:00,-0.171,0.2719,0.1923,0.333,0.831,5.3,8.53,307.4,-0.7939,0.608,2.85,0.5,0.866,0.5,0.866,337.15
2025-01-05 03:00:00,0.35,0.2773,0.401,0.4875,0.861,5.25,7.69,308.7,-0.7807,0.6249,0.63,0.7071,0.7071,0.5,0.866,430.69
2025-01-05 04:00:00,0.761,0.2894,0.3757,0.4742,1.002,6.33,7.66,295.0,-0.9064,0.4224,0.63,0.866,0.5,0.5,0.866,361.26
2025-01-05 05:00:00,1.11,0.1436,0.3971,0.4223,0.934,5.86,8.17,342.3,-0.3047,0.9524,4.34,0.9659,0.2588,0.5,0.866,327.24
2025-01-05 06:00:00,1.174,-0.0496,0.345,0.3485,0.916,6.76,8.0,345.2,-0.2548,0.967,4.34,1.0,0.0,0.5,0.866,300.26
2025-01-05 07:00:00,0.962,-0.2579,0.1923,0.3217,1.033,5.43,8.18,281.5,-0.9798,0.2001,4.34,0.9659,-0.2588,0.5,0.866,315.77
2025-01-05 08:00:00,0.604,-0.2805,-0.0828,0.2924,0.924,5.45,9.05,272.0,-0.9994,0.0346,1.34,0.866,-0.5,0.5,0.866,285.31
2025-01-05 09:00:00,0.134,-0.2787,-0.1738,0.3284,1.057,6.45,8.08,307.0,-0.7982,0.6023,2.58,0.7071,-0.7071,0.5,0.866,329.44
2025-01-05 10:00:00,-0.283,-0.2646,-0.2183,0.343,0.809,4.92,8.69,310.1,-0.7649,0.6442,2.58,0.5,-0.866,0.5,0.866,385.24
2025-01-05 11:00:00,-0.741,-0.1862,-0.1829,0.261,0.878,6.31,7.43,321.5,-0.623,0.7822,2.72,0.2588,-0.9659,0.5,0.866,417.9
2025-01-05 12:00:00,-0.913,0.0108,-0.1719,0.1723,0.8,4.95,8.28,273.1,-0.9985,0.0546,1.49,0.0,-1.0,0.5,0.866,364.53
2025-01-05 13:00:00,-0.882,0.1128,-0.0641,0.1298,0.857,5.93,7.92,297.1,-0.8901,0.4557,1.49,-0.2588,-0.9659,0.5,0.866,357.47
2025-01-05 14:00:00,-0.729,0.326,0.084,0.3367,0.792,4.62,8.64,312.9,-0.7321,0.6812,4.12,-0.5,-0.866,0.5,0.866,414.12
2025-01-05 15:00:00,-0.264,0.3327,0.333,0.4708,0.759,5.52,8.24,295.5,-0.9024,0.431,7.28,-0.7071,-0.7071,0.5,0.866,372.02
2025-01-05 16:00:00,0.135,0.2235,0.387,0.4469,0.911,5.01,7.93,336.4,-0.3996,0.9167,7.28,-0.866,-0.5,0.5,0.866,395.46
2025-01-05 17:00:00,0.571,0.176,0.3604,0.4011,1.158,6.98,8.09,1.7,0.0299,0.9996,11.07,-0.9659,-0.2588,0.5,0.866,329.6
2025-01-05 18:00:00,0.598,0.0566,0.3179,0.3229,0.905,5.15,7.29,301.5,-0.8523,0.523,8.5,-1.0,-0.0,0.5,0.866,348.59
2025-01-05 19:00:00,0.588,-0.131,0.2052,0.2435,0.855,5.21,7.87,337.2,-0.387,0.9221,11.23,-0.9659,0.2588,0.5,0.866,295.59
2025-01-05 20:00:00,0.358,-0.2515,0.051,0.2566,0.783,5.8,7.62,306.1,-0.8083,0.5888,3.31,-0.866,0.5,0.5,0.866,385.01
2025-01-05 21:00:00,-0.032,-0.3493,-0.1458,0.3785,0.893,5.37,8.57,291.7,-0.9288,0.3705,5.71,-0.7071,0.7071,0.5,0.866,416.51
2025-01-05 22:00:00,-0.279,-0.2606,-0.2442,0.3571,0.826,5.93,8.05,297.2,-0.8895,0.457,2.98,-0.5,0.866,0.5,0.866,423.72
2025-01-05 23:00:00,-0.592,-0.2205,-0.3093,0.3799,0.813,5.21,7.63,334.2,-0.435,0.9004,2.98,-0.2588,0.9659,0.5,0.866,395.32
2025-01-06 00:00:00,-0.733,-0.1435,-0.1816,0.2314,0.845,5.21,7.14,299.0,-0.875,0.4842,2.91,0.0,1.0,0.5,0.866,368.15
2025-01-06 01:00:00,-0.768,0.0792,-0.1077,0.1337,1.155,6.0,8.24,303.8,-0.8305,0.557,3.26,0.2588,0.9659,0.5,0.866,401.4
2025-01-06 02:00:00,-0.412,0.2609,0.0703,0.2702,1.045,5.26,7.41,286.4,-0.9593,0.2824,3.26,0.5,0.866,0.5,0.866,349.75
2025-01-06 03:00:00,-0.172,0.279,0.2521,0.376,0.897,5.88,7.77,330.8,-0.4871,0.8733,0.35,0.7071,0.7071,0.5,0.866,363.63
2025-01-06 04:00:00,0.361,0.3648,0.3299,0.4919,0.844,6.05,7.45,326.5,-0.5526,0.8334,0.0,0.866,0.5,0.5,0.866,391.83
2025-01-06 05:00:00,0.829,0.2421,0.3663,0.4391,0.922,5.99,6.97,351.4,-0.15,0.9887,0.0,0.9659,0.2588,0.5,0.866,317.85
2025-01-06 06:00:00,0.922,0.1154,0.3434,0.3623,0.975,6.1,6.93,329.9,-0.5014,0.8652,0.43,1.0,0.0,0.5,0.866,329.33
2025-01-06 07:00:00,1.002,-0.048,0.2377,0.2425,0.924,4.75,7.81,325.3,-0.569,0.8224,0.43,0.9659,-0.2588,0.5,0.866,236.66
2025-01-06 08:00:00,0.885,-0.1759,0.1282,0.2177,0.984,5.56,7.43,329.6,-0.5063,0.8624,0.43,0.866,-0.5,0.5,0.866,276.33
2025-01-06 09:00:00,0.529,-0.2678,-0.0511,0.2727,1.15,5.9,7.5,308.6,-0.7815,0.6239,0.0,0.7071,-0.7071,0.5,0.866,260.85
2025-01-06 10:00:00,0.047,-0.2871,-0.1962,0.3478,0.931,6.45,7.03,317.8,-0.6723,0.7403,0.44,0.5,-0.866,0.5,0.866,357.05
2025-01-06 11:00:00,-0.309,-0.2019,-0.2063,0.2886,1.208,5.8,6.8,338.3,-0.3701,0.929,1.48,0.2588,-0.9659,0.5,0.866,423.15
2025-01-06 12:00:00,-0.718,-0.1526,-0.1833,0.2385,0.946,4.59,6.77,294.5,-0.91,0.4146,5.53,0.0,-1.0,0.5,0.866,349.78
2025-01-06 13:00:00,-0.835,-0.0217,-0.1727,0.1741,0.967,5.27,6.83,357.5,-0.0429,0.9991,7.18,-0.2588,-0.9659,0.5,0.866,333.0
2025-01-06 14:00:00,-0.907,0.1078,0.0483,0.1181,1.151,5.68,7.16,330.9,-0.4856,0.8742,6.14,-0.5,-0.866,0.5,0.866,395.86
2025-01-06 15:00:00,-0.604,0.3284,0.1611,0.3658,1.001,4.74,6.93,5.5,0.0964,0.9953,3.07,-0.7071,-0.7071,0.5,0.866,399.01
2025-01-06 16:00:00,-0.413,0.3019,0.2821,0.4132,0.989,6.28,7.15,285.6,-0.9631,0.2691,0.98,-0.866,-0.5,0.5,0.866,382.85
2025-01-06 17:00:00,-0.034,0.2597,0.3721,0.4537,1.163,5.24,7.44,285.6,-0.9631,0.2691,2.03,-0.9659,-0.2588,0.5,0.866,423.45
2025-01-06 18:00:00,0.338,0.1137,0.3216,0.3411,1.095,6.16,6.83,324.3,-0.5835,0.8121,1.05,-1.0,-0.0,0.5,0.866,371.71
2025-01-06 19:00:00,0.436,0.0545,0.2941,0.2992,1.084,5.38,6.9,318.1,-0.668,0.7442,1.05,-0.9659,0.2588,0.5,0.866,318.4
2025-01-06 20:00:00,0.548,-0.1052,0.1304,0.1675,1.091,6.69,7.19,303.6,-0.8332,0.553,11.14,-0.866,0.5,0.5,0.866,268.98
2025-01-06 21:00:00,0.478,-0.1938,-0.0454,0.199,1.111,5.82,6.78,283.3,-0.9733,0.2295,14.91,-0.7071,0.7071,0.5,0.866,336.23
2025-01-06 22:00:00,0.083,-0.2905,-0.1569,0.3302,1.118,5.73,6.86,308.3,-0.7847,0.6199,14.91,-0.5,0.866,0.5,0.866,318.17
2025-01-06 23:00:00,-0.132,-0.2302,-0.1876,0.2969,1.296,6.47,7.56,320.4,-0.637,0.7708,3.77,-0.2588,0.9659,0.5,0.866,318.89
2025-01-07 00:00:00,-0.404,-0.1792,-0.2435,0.3023,1.112,5.46,6.87,282.3,-0.9771,0.2128,0.97,0.0,1.0,0.5,0.866,392.91
2025-01-07 01:00:00,-0.548,-0.0779,-0.1085,0.1335,1.241,6.42,7.53,304.7,-0.8217,0.5699,1.43,0.2588,0.9659,0.5,0.866,431.01
2025-01-07 02:00:00,-0.663,0.1092,-0.0094,0.1096,1.295,5.96,6.35,324.6,-0.5798,0.8147,1.96,0.5,0.866,0.5,0.866,401.33
2025-01-07 03:00:00,-0.511,0.1265,0.1313,0.1823,1.148,5.71,6.55,334.7,-0.4275,0.904,0.99,0.7071,0.7071,0.5,0.866,361.65
2025-01-07 04:00:00,-0.122,0.2737,0.2218,0.3523,1.231,6.07,7.09,307.8,-0.7897,0.6135,3.4,0.866,0.5,0.5,0.866,364.07
2025-01-07 05:00:00,0.238,0.2819,0.3113,0.42,1.211,5.54,6.93,295.0,-0.9065,0.4222,2.88,0.9659,0.2588,0.5,0.866,375.99
2025-01-07 06:00:00,0.596,0.1629,0.2914,0.3338,1.412,6.26,7.61,317.9,-0.6707,0.7417,3.99,1.0,0.0,0.5,0.866,381.27
2025-01-07 07:00:00,0.864,0.0635,0.3136,0.32,1.425,6.54,7.11,309.8,-0.7679,0.6405,1.11,0.9659,-0.2588,0.5,0.866,317.6
2025-01-07 08:00:00,0.913,-0.0346,0.1964,0.1994,1.306,5.06,6.11,278.4,-0.9893,0.1456,1.11,0.866,-0.5,0.5,0.866,357.42
2025-01-07 09:00:00,0.866,-0.1267,0.0734,0.1464,1.276,6.72,6.97,303.7,-0.8316,0.5554,0.0,0.7071,-0.7071,0.5,0.866,309.7
2025-01-07 10:00:00,0.598,-0.2196,-0.019,0.2204,1.296,6.61,6.51,300.3,-0.8638,0.5039,0.42,0.5,-0.866,0.5,0.866,315.14
2025-01-07 11:00:00,0.151,-0.2171,-0.18,0.282,1.396,5.41,6.98,315.6,-0.7,0.7141,0.42,0.2588,-0.9659,0.5,0.866,370.12
2025-01-07 12:00:00,-0.156,-0.1257,-0.2014,0.2374,1.355,5.27,6.56,296.7,-0.8937,0.4486,0.42,0.0,-1.0,0.5,0.866,371.61
2025-01-07 13:00:00,-0.609,-0.129,-0.1592,0.2049,1.283,6.6,6.11,301.3,-0.8546,0.5194,0.0,-0.2588,-0.9659,0.5,0.866,387.76
2025-01-07 14:00:00,-0.94,-0.0621,-0.112,0.1281,1.313,6.61,5.98,310.4,-0.761,0.6487,0.0,-0.5,-0.866,0.5,0.866,390.75
2025-01-07 15:00:00,-0.911,0.1543,0.0299,0.1572,1.294,6.51,6.86,331.0,-0.4854,0.8743,0.0,-0.7071,-0.7071,0.5,0.866,374.89
